problema,instancia,tarefas,maquinas,operacoes,status_terminacao,status_primal,valor_objetivo_ou_makespan,melhor_limite,gap_relativo,tempo_solucao,quantidade_variaveis,quantidade_restricoes,limite_tempo,mensagem_erro,solucao_validada,mensagem_validacao
Machine Scheduling,inst_n15_s01,15,1,15,TIME_LIMIT,FEASIBLE_POINT,136.9999999998238,48.14285714285716,0.6485922836283279,300.015454763,150,450,true,,false,"Programacao detalhada nao registrada no CSV; nao e possivel validar atribuicoes, precedencias, conflitos e makespan da solucao registrada sem reexecutar o solver."
Machine Scheduling,inst_n15_s02,15,1,15,TIME_LIMIT,FEASIBLE_POINT,122.99999999983163,64.21853194110011,0.4778981142992844,300.017113056,150,450,true,,false,"Programacao detalhada nao registrada no CSV; nao e possivel validar atribuicoes, precedencias, conflitos e makespan da solucao registrada sem reexecutar o solver."
Machine Scheduling,inst_n15_s03,15,1,15,OPTIMAL,FEASIBLE_POINT,61.99999999999946,61.38139059304709,0.009977571079877076,24.67383415,150,450,false,,false,"Programacao detalhada nao registrada no CSV; nao e possivel validar atribuicoes, precedencias, conflitos e makespan da solucao registrada sem reexecutar o solver."
Machine Scheduling,inst_n17_s01,17,1,17,TIME_LIMIT,FEASIBLE_POINT,166.00000000000034,57.55648502172124,0.6532741866161378,300.016501673,187,561,true,,false,"Programacao detalhada nao registrada no CSV; nao e possivel validar atribuicoes, precedencias, conflitos e makespan da solucao registrada sem reexecutar o solver."
Machine Scheduling,inst_n17_s02,17,1,17,TIME_LIMIT,FEASIBLE_POINT,156.99999999998698,25.892835241535106,0.8350774825379793,300.018334854,187,561,true,,false,"Programacao detalhada nao registrada no CSV; nao e possivel validar atribuicoes, precedencias, conflitos e makespan da solucao registrada sem reexecutar o solver."
Machine Scheduling,inst_n17_s03,17,1,17,TIME_LIMIT,FEASIBLE_POINT,111.99999999986854,33.20905044350533,0.7034906210397829,300.014426008,187,561,true,,false,"Programacao detalhada nao registrada no CSV; nao e possivel validar atribuicoes, precedencias, conflitos e makespan da solucao registrada sem reexecutar o solver."
Machine Scheduling,inst_n19_s01,19,1,19,TIME_LIMIT,FEASIBLE_POINT,249.9999999999928,39.3715279673217,0.8425138881307087,300.018541787,228,684,true,,false,"Programacao detalhada nao registrada no CSV; nao e possivel validar atribuicoes, precedencias, conflitos e makespan da solucao registrada sem reexecutar o solver."
Machine Scheduling,inst_n19_s02,19,1,19,TIME_LIMIT,FEASIBLE_POINT,118.99999999954025,3.4289781282755527,0.9711850577454723,285.766790287,228,684,true,,false,"Programacao detalhada nao registrada no CSV; nao e possivel validar atribuicoes, precedencias, conflitos e makespan da solucao registrada sem reexecutar o solver."
Machine Scheduling,inst_n19_s03,19,1,19,TIME_LIMIT,FEASIBLE_POINT,226.99999999997945,17.5,0.9229074889867772,300.010710991,228,684,true,,false,"Programacao detalhada nao registrada no CSV; nao e possivel validar atribuicoes, precedencias, conflitos e makespan da solucao registrada sem reexecutar o solver."
Machine Scheduling,inst_n21_s01,21,1,21,TIME_LIMIT,FEASIBLE_POINT,192.00000000004553,17.601504608321576,0.9083254968316801,300.012683149,273,819,true,,false,"Programacao detalhada nao registrada no CSV; nao e possivel validar atribuicoes, precedencias, conflitos e makespan da solucao registrada sem reexecutar o solver."
Machine Scheduling,inst_n21_s02,21,1,21,TIME_LIMIT,FEASIBLE_POINT,188.99999999781363,4.627027027027072,0.9755183755180921,300.011952268,273,819,true,,false,"Programacao detalhada nao registrada no CSV; nao e possivel validar atribuicoes, precedencias, conflitos e makespan da solucao registrada sem reexecutar o solver."
Machine Scheduling,inst_n21_s03,21,1,21,TIME_LIMIT,FEASIBLE_POINT,168.99999999999955,13.698929947115118,0.9189412429164784,300.014356101,273,819,true,,false,"Programacao detalhada nao registrada no CSV; nao e possivel validar atribuicoes, precedencias, conflitos e makespan da solucao registrada sem reexecutar o solver."
Machine Scheduling,inst_n24_s01,24,1,24,TIME_LIMIT,FEASIBLE_POINT,133.99999999856269,7.424408310363624e-13,0.9999999999999944,300.011713506,348,1044,true,,false,"Programacao detalhada nao registrada no CSV; nao e possivel validar atribuicoes, precedencias, conflitos e makespan da solucao registrada sem reexecutar o solver."
Machine Scheduling,inst_n24_s02,24,1,24,TIME_LIMIT,FEASIBLE_POINT,216.99999999999972,3.318141482056305,0.9847090254283118,300.01174157,348,1044,true,,false,"Programacao detalhada nao registrada no CSV; nao e possivel validar atribuicoes, precedencias, conflitos e makespan da solucao registrada sem reexecutar o solver."
Machine Scheduling,inst_n24_s03,24,1,24,TIME_LIMIT,FEASIBLE_POINT,259.9999999999996,9.644015801004258,0.9629076315345989,300.013534981,348,1044,true,,false,"Programacao detalhada nao registrada no CSV; nao e possivel validar atribuicoes, precedencias, conflitos e makespan da solucao registrada sem reexecutar o solver."
