problema,instancia,tarefas,maquinas,operacoes,status_terminacao,status_primal,valor_objetivo_ou_makespan,melhor_limite,gap_relativo,tempo_solucao,quantidade_variaveis,quantidade_restricoes,limite_tempo,mensagem_erro,solucao_validada,mensagem_validacao
Machine Scheduling,inst_n11_s01,11,1,11,OPTIMAL,FEASIBLE_POINT,15.999999999999998,15.86153847159769,0.008653845525144256,1.133945929,88,264,false,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por tarefa; sem esses dados nao e possivel confirmar atribuicao, ausencia de sobreposicao e makespan da solucao registrada sem reexecutar o modelo."
Machine Scheduling,inst_n11_s02,11,1,11,OPTIMAL,FEASIBLE_POINT,61.9999999999846,61.38119763843916,0.009980683250735287,12.960681043,88,264,false,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por tarefa; sem esses dados nao e possivel confirmar atribuicao, ausencia de sobreposicao e makespan da solucao registrada sem reexecutar o modelo."
Machine Scheduling,inst_n11_s03,11,1,11,OPTIMAL,FEASIBLE_POINT,115.99999999950953,114.84000000000007,0.00999999999581342,262.289603285,88,264,false,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por tarefa; sem esses dados nao e possivel confirmar atribuicao, ausencia de sobreposicao e makespan da solucao registrada sem reexecutar o modelo."
Machine Scheduling,inst_n13_s01,13,1,13,OPTIMAL,FEASIBLE_POINT,70.99999899630568,70.290382843029,0.009994593849411287,119.012084293,117,351,false,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por tarefa; sem esses dados nao e possivel confirmar atribuicao, ausencia de sobreposicao e makespan da solucao registrada sem reexecutar o modelo."
Machine Scheduling,inst_n13_s02,13,1,13,OPTIMAL,FEASIBLE_POINT,97.9999999999898,97.02020202020235,0.009997938569260725,54.20754449,117,351,false,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por tarefa; sem esses dados nao e possivel confirmar atribuicao, ausencia de sobreposicao e makespan da solucao registrada sem reexecutar o modelo."
Machine Scheduling,inst_n13_s03,13,1,13,OPTIMAL,FEASIBLE_POINT,70.99999999999922,70.3310609294837,0.009421677049514477,4.146408586,117,351,false,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por tarefa; sem esses dados nao e possivel confirmar atribuicao, ausencia de sobreposicao e makespan da solucao registrada sem reexecutar o modelo."
Machine Scheduling,inst_n15_s01,15,1,15,TIME_LIMIT,FEASIBLE_POINT,136.9999999998238,48.14285714285716,0.6485922836283279,300.015454763,150,450,true,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por tarefa; sem esses dados nao e possivel confirmar atribuicao, ausencia de sobreposicao e makespan da solucao registrada sem reexecutar o modelo."
Machine Scheduling,inst_n15_s02,15,1,15,TIME_LIMIT,FEASIBLE_POINT,122.99999999983163,64.21853194110011,0.4778981142992844,300.017113056,150,450,true,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por tarefa; sem esses dados nao e possivel confirmar atribuicao, ausencia de sobreposicao e makespan da solucao registrada sem reexecutar o modelo."
Machine Scheduling,inst_n15_s03,15,1,15,OPTIMAL,FEASIBLE_POINT,61.99999999999946,61.38139059304709,0.009977571079877076,24.67383415,150,450,false,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por tarefa; sem esses dados nao e possivel confirmar atribuicao, ausencia de sobreposicao e makespan da solucao registrada sem reexecutar o modelo."
Machine Scheduling,inst_n17_s01,17,1,17,TIME_LIMIT,FEASIBLE_POINT,166.00000000000034,57.55648502172124,0.6532741866161378,300.016501673,187,561,true,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por tarefa; sem esses dados nao e possivel confirmar atribuicao, ausencia de sobreposicao e makespan da solucao registrada sem reexecutar o modelo."
Machine Scheduling,inst_n17_s02,17,1,17,TIME_LIMIT,FEASIBLE_POINT,156.99999999998698,25.892835241535106,0.8350774825379793,300.018334854,187,561,true,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por tarefa; sem esses dados nao e possivel confirmar atribuicao, ausencia de sobreposicao e makespan da solucao registrada sem reexecutar o modelo."
Machine Scheduling,inst_n17_s03,17,1,17,TIME_LIMIT,FEASIBLE_POINT,111.99999999986854,33.20905044350533,0.7034906210397829,300.014426008,187,561,true,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por tarefa; sem esses dados nao e possivel confirmar atribuicao, ausencia de sobreposicao e makespan da solucao registrada sem reexecutar o modelo."
Machine Scheduling,inst_n19_s01,19,1,19,TIME_LIMIT,FEASIBLE_POINT,249.9999999999928,39.3715279673217,0.8425138881307087,300.018541787,228,684,true,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por tarefa; sem esses dados nao e possivel confirmar atribuicao, ausencia de sobreposicao e makespan da solucao registrada sem reexecutar o modelo."
Machine Scheduling,inst_n19_s02,19,1,19,TIME_LIMIT,FEASIBLE_POINT,118.99999999954025,3.4289781282755527,0.9711850577454723,285.766790287,228,684,true,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por tarefa; sem esses dados nao e possivel confirmar atribuicao, ausencia de sobreposicao e makespan da solucao registrada sem reexecutar o modelo."
Machine Scheduling,inst_n19_s03,19,1,19,TIME_LIMIT,FEASIBLE_POINT,226.99999999997945,17.5,0.9229074889867772,300.010710991,228,684,true,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por tarefa; sem esses dados nao e possivel confirmar atribuicao, ausencia de sobreposicao e makespan da solucao registrada sem reexecutar o modelo."
Machine Scheduling,inst_n21_s01,21,1,21,TIME_LIMIT,FEASIBLE_POINT,192.00000000004553,17.601504608321576,0.9083254968316801,300.012683149,273,819,true,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por tarefa; sem esses dados nao e possivel confirmar atribuicao, ausencia de sobreposicao e makespan da solucao registrada sem reexecutar o modelo."
Machine Scheduling,inst_n21_s02,21,1,21,TIME_LIMIT,FEASIBLE_POINT,188.99999999781363,4.627027027027072,0.9755183755180921,300.011952268,273,819,true,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por tarefa; sem esses dados nao e possivel confirmar atribuicao, ausencia de sobreposicao e makespan da solucao registrada sem reexecutar o modelo."
Machine Scheduling,inst_n21_s03,21,1,21,TIME_LIMIT,FEASIBLE_POINT,168.99999999999955,13.698929947115118,0.9189412429164784,300.014356101,273,819,true,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por tarefa; sem esses dados nao e possivel confirmar atribuicao, ausencia de sobreposicao e makespan da solucao registrada sem reexecutar o modelo."
Machine Scheduling,inst_n24_s01,24,1,24,TIME_LIMIT,FEASIBLE_POINT,133.99999999856269,7.424408310363624e-13,0.9999999999999944,300.011713506,348,1044,true,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por tarefa; sem esses dados nao e possivel confirmar atribuicao, ausencia de sobreposicao e makespan da solucao registrada sem reexecutar o modelo."
Machine Scheduling,inst_n24_s02,24,1,24,TIME_LIMIT,FEASIBLE_POINT,216.99999999999972,3.318141482056305,0.9847090254283118,300.01174157,348,1044,true,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por tarefa; sem esses dados nao e possivel confirmar atribuicao, ausencia de sobreposicao e makespan da solucao registrada sem reexecutar o modelo."
Machine Scheduling,inst_n24_s03,24,1,24,TIME_LIMIT,FEASIBLE_POINT,259.9999999999996,9.644015801004258,0.9629076315345989,300.013534981,348,1044,true,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por tarefa; sem esses dados nao e possivel confirmar atribuicao, ausencia de sobreposicao e makespan da solucao registrada sem reexecutar o modelo."
Job Shop Scheduling,ft06,6,6,36,OPTIMAL,FEASIBLE_POINT,54.999999999999496,54.999999999999496,0.0,0.509079322,127,380,false,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por operacao; sem esses dados nao e possivel confirmar operacoes, precedencias, conflitos de maquina e makespan da solucao registrada sem reexecutar o modelo."
Job Shop Scheduling,abz5,10,10,100,TIME_LIMIT,FEASIBLE_POINT,1241.999999,1065.0,0.14251207660427695,300.217612381,551,1652,true,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por operacao; sem esses dados nao e possivel confirmar operacoes, precedencias, conflitos de maquina e makespan da solucao registrada sem reexecutar o modelo."
Job Shop Scheduling,abz6,10,10,100,OPTIMAL,FEASIBLE_POINT,942.999999,933.5888655462185,0.00997999306867606,81.414628239,551,1652,false,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por operacao; sem esses dados nao e possivel confirmar operacoes, precedencias, conflitos de maquina e makespan da solucao registrada sem reexecutar o modelo."
Job Shop Scheduling,ft10,10,10,100,TIME_LIMIT,FEASIBLE_POINT,951.9999990000016,746.6477337007027,0.21570616125525705,300.018580514,551,1652,true,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por operacao; sem esses dados nao e possivel confirmar operacoes, precedencias, conflitos de maquina e makespan da solucao registrada sem reexecutar o modelo."
Job Shop Scheduling,ft20,20,5,100,TIME_LIMIT,FEASIBLE_POINT,1255.0000000051216,500.9442492911612,0.6008412356262017,300.035837585,1051,3152,true,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por operacao; sem esses dados nao e possivel confirmar operacoes, precedencias, conflitos de maquina e makespan da solucao registrada sem reexecutar o modelo."
Job Shop Scheduling,la01,10,5,50,OPTIMAL,FEASIBLE_POINT,665.9999999999991,659.413077762537,0.009890273629822971,121.452220418,276,827,false,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por operacao; sem esses dados nao e possivel confirmar operacoes, precedencias, conflitos de maquina e makespan da solucao registrada sem reexecutar o modelo."
Job Shop Scheduling,la02,10,5,50,OPTIMAL,FEASIBLE_POINT,660.99999876,654.3987809836506,0.009986713749974277,270.614783821,276,827,false,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por operacao; sem esses dados nao e possivel confirmar operacoes, precedencias, conflitos de maquina e makespan da solucao registrada sem reexecutar o modelo."
Job Shop Scheduling,la03,10,5,50,OPTIMAL,FEASIBLE_POINT,603.0,596.9976540009998,0.009954139301824589,200.775897858,276,827,false,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por operacao; sem esses dados nao e possivel confirmar operacoes, precedencias, conflitos de maquina e makespan da solucao registrada sem reexecutar o modelo."
Job Shop Scheduling,la04,10,5,50,OPTIMAL,FEASIBLE_POINT,593.0,587.0822246432456,0.00997938508727558,29.58557274,276,827,false,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por operacao; sem esses dados nao e possivel confirmar operacoes, precedencias, conflitos de maquina e makespan da solucao registrada sem reexecutar o modelo."
Job Shop Scheduling,orb01,10,10,100,TIME_LIMIT,FEASIBLE_POINT,1122.0,798.9274244090411,0.2879434720062022,300.018501712,551,1652,true,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra horarios de inicio e termino por operacao; sem esses dados nao e possivel confirmar operacoes, precedencias, conflitos de maquina e makespan da solucao registrada sem reexecutar o modelo."
Flow Shop Scheduling,problem_3m_10j,10,3,30,OPTIMAL,FEASIBLE_POINT,126.0,126.0,0.0,0.016689981,131,231,false,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra sequencia nem horarios de inicio e termino por operacao; sem esses dados nao e possivel confirmar ordem das maquinas, precedencias, sobreposicoes e makespan da solucao registrada sem reexecutar o modelo."
Flow Shop Scheduling,problem_3m_20j,20,3,60,OPTIMAL,FEASIBLE_POINT,218.0,218.0,0.0,0.051607178,461,661,false,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra sequencia nem horarios de inicio e termino por operacao; sem esses dados nao e possivel confirmar ordem das maquinas, precedencias, sobreposicoes e makespan da solucao registrada sem reexecutar o modelo."
Flow Shop Scheduling,problem_10m_20j,20,10,200,TIME_LIMIT,FEASIBLE_POINT,290.0,283.00000000000676,0.024137931034459242,300.249301759,601,1214,true,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra sequencia nem horarios de inicio e termino por operacao; sem esses dados nao e possivel confirmar ordem das maquinas, precedencias, sobreposicoes e makespan da solucao registrada sem reexecutar o modelo."
Flow Shop Scheduling,problem_5m_10j,10,5,50,OPTIMAL,FEASIBLE_POINT,129.0,128.40974780551468,0.004575598406862917,0.203412503,151,309,false,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra sequencia nem horarios de inicio e termino por operacao; sem esses dados nao e possivel confirmar ordem das maquinas, precedencias, sobreposicoes e makespan da solucao registrada sem reexecutar o modelo."
Flow Shop Scheduling,problem_5m_20j,20,5,100,OPTIMAL,FEASIBLE_POINT,264.0,261.36363636363467,0.009986225895323225,6.013789192,501,819,false,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra sequencia nem horarios de inicio e termino por operacao; sem esses dados nao e possivel confirmar ordem das maquinas, precedencias, sobreposicoes e makespan da solucao registrada sem reexecutar o modelo."
Flow Shop Scheduling,problem_5m_30j,30,5,150,OPTIMAL,FEASIBLE_POINT,330.0,327.00000000000006,0.009090909090901237,0.618970044,1051,1529,false,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra sequencia nem horarios de inicio e termino por operacao; sem esses dados nao e possivel confirmar ordem das maquinas, precedencias, sobreposicoes e makespan da solucao registrada sem reexecutar o modelo."
Flow Shop Scheduling,problem_8m_10j,10,8,80,OPTIMAL,FEASIBLE_POINT,187.0,185.55449243716674,0.0077299869670227625,2.095669674,181,426,false,,nao_validavel,"NAO_VALIDAVEL: o CSV consolidado nao registra sequencia nem horarios de inicio e termino por operacao; sem esses dados nao e possivel confirmar ordem das maquinas, precedencias, sobreposicoes e makespan da solucao registrada sem reexecutar o modelo."
